Transaction_ID,Transaction_Date,Date_Key,Merchant_ID,Customer_ID,Product_ID,City_ID,Payment_ID,Payment_Method,UPI_Type,Quantity,Gross_Sales_Amount,Discount,Transaction_Amount,Cost_of_Goods,Gross_Profit,Transaction_Status
TXN000196,2026-06-14,20260614,M019,CUST0063,P015,C019,PAY005,Cash,,1,5894.28,0.0,5894.28,4420,1474.28,Success
TXN000197,2026-04-29,20260429,M091,CUST0107,P014,C016,PAY004,Debit Card,,1,4360.73,87.21,4273.52,3500,773.52,Failed
TXN000198,2026-07-21,20260721,M009,CUST0227,P003,C009,PAY004,Debit Card,,1,24974.5,2996.94,21977.56,18150,3827.56,Success
TXN000199,2026-06-23,20260623,M033,CUST0488,P041,C008,PAY001,UPI,P2M,2,4064.92,0.0,4064.92,2520,1544.92,Success
TXN000200,2026-08-14,20260814,M036,CUST0326,P014,C011,PAY001,UPI,P2M,1,4441.17,0.0,4441.17,3500,941.17,Success
TXN000201,2026-05-10,20260510,M010,CUST0167,P043,C010,PAY001,UPI,P2M,2,1776.85,88.84,1688.01,1120,568.01,Success
TXN000202,2026-04-21,20260421,M072,CUST0113,P034,C022,PAY001,UPI,P2M,1,433.25,21.66,411.59,370,41.59,Success
TXN000203,2026-06-10,20260610,M094,CUST0064,P005,C019,PAY001,UPI,P2M,3,145928.92,7296.45,138632.47,100800,37832.47,Success
TXN000204,2026-06-30,20260630,M084,CUST0319,P014,C009,PAY001,UPI,P2M,1,4415.18,0.0,4415.18,3500,915.18,Success
TXN000205,2026-09-08,20260908,M083,CUST0352,P018,C008,PAY001,UPI,P2M,1,9937.19,794.98,9142.22,7660,1482.22,Success
TXN000206,2026-08-30,20260830,M027,CUST0205,P003,C002,PAY001,UPI,P2M,3,69009.41,3450.47,65558.94,54450,11108.94,Success
TXN000207,2026-08-09,20260809,M087,CUST0063,P040,C012,PAY001,UPI,P2M,1,1399.26,111.94,1287.32,960,327.32,Success
TXN000208,2026-06-19,20260619,M040,CUST0031,P039,C015,PAY001,UPI,P2M,2,1142.52,22.85,1119.67,920,199.67,Success
TXN000209,2026-08-20,20260820,M044,CUST0034,P013,C019,PAY001,UPI,P2M,2,5489.17,274.46,5214.71,3540,1674.71,Success
TXN000210,2026-07-01,20260701,M066,CUST0444,P019,C016,PAY001,UPI,P2M,2,29264.83,2341.19,26923.65,24040,2883.65,Failed
TXN000211,2026-04-24,20260424,M045,CUST0235,P036,C020,PAY001,UPI,P2M,1,371.38,0.0,371.38,290,81.38,Success
TXN000212,2026-08-24,20260824,M028,CUST0049,P050,C003,PAY005,Cash,,1,71789.51,0.0,71789.51,57670,14119.51,Success
TXN000213,2026-06-09,20260609,M011,CUST0287,P009,C011,PAY003,Credit Card,,4,178647.66,0.0,178647.66,133480,45167.66,Success
TXN000214,2026-05-13,20260513,M005,CUST0400,P014,C005,PAY001,UPI,P2M,1,4353.03,87.06,4265.97,3500,765.97,Failed
TXN000215,2026-08-12,20260812,M062,CUST0082,P040,C012,PAY001,UPI,P2M,2,2967.9,148.4,2819.51,1920,899.51,Success
TXN000216,2026-06-10,20260610,M007,CUST0071,P050,C007,PAY004,Debit Card,,4,275621.51,5512.43,270109.07,230680,39429.07,Success
TXN000217,2026-05-25,20260525,M035,CUST0449,P048,C010,PAY004,Debit Card,,2,1888.28,37.77,1850.52,1580,270.52,Success
TXN000218,2026-09-09,20260909,M010,CUST0290,P011,C010,PAY001,UPI,P2M,1,3812.17,304.97,3507.19,2510,997.19,Success
TXN000219,2026-04-10,20260410,M028,CUST0439,P031,C003,PAY003,Credit Card,,1,507.15,0.0,507.15,410,97.15,Success
TXN000220,2026-08-13,20260813,M088,CUST0117,P005,C013,PAY001,UPI,P2M,4,188619.37,0.0,188619.37,134400,54219.37,Success
TXN000221,2026-06-22,20260622,M082,CUST0326,P031,C007,PAY001,UPI,P2M,2,1028.01,20.56,1007.45,820,187.45,Success
TXN000222,2026-04-25,20260425,M029,CUST0368,P031,C004,PAY001,UPI,P2M,4,2046.53,0.0,2046.53,1640,406.53,Success
TXN000223,2026-07-23,20260723,M077,CUST0331,P034,C002,PAY001,UPI,P2M,2,872.31,0.0,872.31,740,132.31,Success
TXN000224,2026-05-07,20260507,M030,CUST0305,P032,C005,PAY001,UPI,P2M,1,601.43,0.0,601.43,470,131.43,Success
TXN000225,2026-08-02,20260802,M013,CUST0487,P047,C013,PAY001,UPI,P2M,1,877.52,43.88,833.64,750,83.64,Success
TXN000226,2026-08-18,20260818,M034,CUST0169,P034,C009,PAY001,UPI,P2M,2,928.27,46.41,881.85,740,141.85,Success
TXN000227,2026-09-05,20260905,M078,CUST0094,P004,C003,PAY001,UPI,P2M,1,36195.89,2895.67,33300.22,30000,3300.22,Success
TXN000228,2026-09-25,20260925,M086,CUST0312,P018,C011,PAY001,UPI,P2P,2,21346.47,1707.72,19638.75,15320,4318.75,Success
TXN000229,2026-07-18,20260718,M058,CUST0412,P013,C008,PAY005,Cash,,1,2861.07,0.0,2861.07,1770,1091.07,Success
TXN000230,2026-06-06,20260606,M054,CUST0439,P033,C004,PAY004,Debit Card,,2,362.74,43.53,319.21,300,19.21,Success
TXN000231,2026-08-23,20260823,M031,CUST0086,P017,C006,PAY001,UPI,P2M,1,22491.8,0.0,22491.8,18170,4321.8,Success
TXN000232,2026-09-07,20260907,M046,CUST0278,P035,C021,PAY001,UPI,P2M,1,368.93,0.0,368.93,250,118.93,Success
TXN000233,2026-07-17,20260717,M100,CUST0377,P034,C025,PAY001,UPI,P2M,3,1325.07,66.25,1258.82,1110,148.82,Failed
TXN000234,2026-05-24,20260524,M034,CUST0253,P026,C009,PAY001,UPI,P2M,2,3216.72,64.33,3152.38,2840,312.38,Success
TXN000235,2026-08-06,20260806,M024,CUST0295,P022,C024,PAY001,UPI,P2M,1,918.0,45.9,872.1,740,132.1,Success
TXN000236,2026-08-12,20260812,M085,CUST0212,P032,C010,PAY004,Debit Card,,4,2607.45,52.15,2555.3,1880,675.3,Success
TXN000237,2026-05-29,20260529,M066,CUST0044,P033,C016,PAY005,Cash,,1,183.86,0.0,183.86,150,33.86,Success
TXN000238,2026-07-19,20260719,M054,CUST0081,P046,C004,PAY001,UPI,P2M,1,502.17,10.04,492.12,290,202.12,Success
TXN000239,2026-06-05,20260605,M035,CUST0066,P042,C010,PAY004,Debit Card,,1,576.17,69.14,507.03,510,-2.97,Success
TXN000240,2026-07-15,20260715,M014,CUST0014,P050,C014,PAY004,Debit Card,,2,140967.0,7048.35,133918.65,115340,18578.65,Success
TXN000241,2026-04-28,20260428,M038,CUST0220,P004,C013,PAY001,UPI,P2M,3,107129.41,0.0,107129.41,90000,17129.41,Success
TXN000242,2026-06-18,20260618,M069,CUST0187,P035,C019,PAY005,Cash,,1,392.06,0.0,392.06,250,142.06,Success
TXN000243,2026-04-18,20260418,M037,CUST0259,P017,C012,PAY004,Debit Card,,1,24858.27,497.17,24361.11,18170,6191.11,Success
TXN000244,2026-09-20,20260920,M072,CUST0401,P030,C022,PAY004,Debit Card,,1,3841.81,0.0,3841.81,3270,571.81,Success
TXN000245,2026-06-02,20260602,M047,CUST0219,P040,C022,PAY004,Debit Card,,2,2851.2,0.0,2851.2,1920,931.2,Success
TXN000246,2026-05-25,20260525,M056,CUST0325,P048,C006,PAY001,UPI,P2P,2,1880.46,94.02,1786.44,1580,206.44,Success
TXN000247,2026-05-02,20260502,M020,CUST0218,P018,C020,PAY001,UPI,P2M,1,10332.11,0.0,10332.11,7660,2672.11,Success
TXN000248,2026-06-08,20260608,M074,CUST0390,P034,C024,PAY004,Debit Card,,1,472.46,0.0,472.46,370,102.46,Success
TXN000249,2026-04-10,20260410,M062,CUST0315,P003,C012,PAY001,UPI,P2M,2,48974.53,0.0,48974.53,36300,12674.53,Success
TXN000250,2026-04-24,20260424,M081,CUST0474,P038,C006,PAY001,UPI,P2M,2,2283.01,0.0,2283.01,1620,663.01,Success
TXN000251,2026-08-11,20260811,M021,CUST0064,P031,C021,PAY001,UPI,P2M,3,1415.82,113.27,1302.56,1230,72.56,Success
TXN000252,2026-04-15,20260415,M006,CUST0319,P020,C006,PAY001,UPI,P2M,1,19495.66,0.0,19495.66,15240,4255.66,Success
TXN000253,2026-06-08,20260608,M099,CUST0188,P018,C024,PAY001,UPI,P2M,1,10805.87,540.29,10265.57,7660,2605.57,Success
TXN000254,2026-05-07,20260507,M077,CUST0428,P017,C002,PAY003,Credit Card,,1,23395.71,0.0,23395.71,18170,5225.71,Failed
TXN000255,2026-06-26,20260626,M061,CUST0247,P020,C011,PAY005,Cash,,1,19235.99,0.0,19235.99,15240,3995.99,Success
TXN000256,2026-05-08,20260508,M022,CUST0131,P018,C022,PAY003,Credit Card,,2,19738.95,0.0,19738.95,15320,4418.95,Success
TXN000257,2026-05-11,20260511,M028,CUST0224,P010,C003,PAY004,Debit Card,,1,4400.76,352.06,4048.7,3270,778.7,Success
TXN000258,2026-05-25,20260525,M011,CUST0449,P041,C011,PAY005,Cash,,3,5992.82,299.64,5693.18,3780,1913.18,Success
TXN000259,2026-06-25,20260625,M081,CUST0225,P003,C006,PAY005,Cash,,1,23645.88,1891.67,21754.21,18150,3604.21,Success
TXN000260,2026-09-18,20260918,M065,CUST0486,P022,C015,PAY004,Debit Card,,1,979.96,0.0,979.96,740,239.96,Success
TXN000261,2026-09-22,20260922,M033,CUST0117,P040,C008,PAY001,UPI,P2M,1,1463.38,0.0,1463.38,960,503.38,Success
TXN000262,2026-05-14,20260514,M086,CUST0162,P033,C011,PAY001,UPI,P2M,3,561.27,0.0,561.27,450,111.27,Success
TXN000263,2026-04-20,20260420,M092,CUST0338,P015,C017,PAY001,UPI,P2M,1,5504.97,110.1,5394.87,4420,974.87,Success
TXN000264,2026-07-27,20260727,M068,CUST0256,P044,C018,PAY002,UPI,P2P,1,1586.19,79.31,1506.88,1120,386.88,Success
TXN000265,2026-08-04,20260804,M018,CUST0489,P021,C018,PAY003,Credit Card,,1,11633.18,0.0,11633.18,9100,2533.18,Success
TXN000266,2026-08-03,20260803,M030,CUST0266,P023,C005,PAY001,UPI,P2M,2,7846.99,156.94,7690.05,5320,2370.05,Success
TXN000267,2026-04-28,20260428,M064,CUST0431,P019,C014,PAY001,UPI,P2M,2,29582.85,591.66,28991.19,24040,4951.19,Success
TXN000268,2026-06-12,20260612,M026,CUST0469,P047,C001,PAY001,UPI,P2M,1,832.65,0.0,832.65,750,82.65,Success
TXN000269,2026-08-14,20260814,M078,CUST0471,P009,C003,PAY004,Debit Card,,3,137475.71,0.0,137475.71,100110,37365.71,Success
TXN000270,2026-07-10,20260710,M087,CUST0071,P019,C012,PAY004,Debit Card,,1,16138.16,1936.58,14201.58,12020,2181.58,Success
TXN000271,2026-08-12,20260812,M014,CUST0179,P015,C014,PAY004,Debit Card,,1,5883.67,294.18,5589.49,4420,1169.49,Success
TXN000272,2026-08-23,20260823,M036,CUST0445,P025,C011,PAY001,UPI,P2M,2,8563.65,0.0,8563.65,5560,3003.65,Success
TXN000273,2026-05-16,20260516,M060,CUST0470,P044,C010,PAY001,UPI,P2M,1,1682.08,84.1,1597.98,1120,477.98,Success
TXN000274,2026-04-18,20260418,M003,CUST0030,P044,C003,PAY001,UPI,P2M,1,1646.45,197.57,1448.87,1120,328.87,Success
TXN000275,2026-06-21,20260621,M072,CUST0495,P038,C022,PAY001,UPI,P2M,2,2449.48,48.99,2400.49,1620,780.49,Success
TXN000276,2026-08-16,20260816,M099,CUST0328,P026,C024,PAY001,UPI,P2M,1,1689.3,202.72,1486.58,1420,66.58,Success
TXN000277,2026-09-12,20260912,M018,CUST0191,P024,C018,PAY002,UPI,P2P,1,3780.15,0.0,3780.15,2390,1390.15,Success
TXN000278,2026-08-16,20260816,M045,CUST0232,P006,C020,PAY003,Credit Card,,2,77640.85,0.0,77640.85,61380,16260.85,Success
TXN000279,2026-07-18,20260718,M097,CUST0188,P003,C022,PAY001,UPI,P2M,2,48372.77,2418.64,45954.13,36300,9654.13,Success
TXN000280,2026-04-15,20260415,M049,CUST0003,P047,C024,PAY001,UPI,P2M,3,2670.51,53.41,2617.1,2250,367.1,Success
TXN000281,2026-09-21,20260921,M015,CUST0124,P001,C015,PAY004,Debit Card,,1,17148.03,0.0,17148.03,13740,3408.03,Success
TXN000282,2026-07-24,20260724,M081,CUST0120,P024,C006,PAY001,UPI,P2M,1,3672.53,293.8,3378.73,2390,988.73,Success
TXN000283,2026-08-17,20260817,M021,CUST0403,P001,C021,PAY001,UPI,P2M,2,34835.34,0.0,34835.34,27480,7355.34,Success
TXN000284,2026-06-30,20260630,M049,CUST0071,P036,C024,PAY001,UPI,P2M,1,355.95,0.0,355.95,290,65.95,Success
TXN000285,2026-08-28,20260828,M043,CUST0247,P001,C018,PAY004,Debit Card,,1,15948.21,0.0,15948.21,13740,2208.21,Success
TXN000286,2026-09-28,20260928,M009,CUST0235,P050,C009,PAY004,Debit Card,,1,65291.05,0.0,65291.05,57670,7621.05,Failed
TXN000287,2026-07-22,20260722,M088,CUST0254,P027,C013,PAY001,UPI,P2M,1,3729.64,186.48,3543.16,3040,503.16,Success
TXN000288,2026-08-30,20260830,M033,CUST0232,P023,C008,PAY003,Credit Card,,1,3657.39,0.0,3657.39,2660,997.39,Success
TXN000289,2026-08-13,20260813,M021,CUST0168,P031,C021,PAY001,UPI,P2M,1,518.15,25.91,492.24,410,82.24,Failed
TXN000290,2026-04-16,20260416,M063,CUST0067,P002,C013,PAY003,Credit Card,,3,69355.04,0.0,69355.04,52980,16375.04,Success
TXN000291,2026-04-16,20260416,M080,CUST0222,P035,C005,PAY001,UPI,P2M,2,808.34,16.17,792.17,500,292.17,Success
TXN000292,2026-04-06,20260406,M019,CUST0497,P027,C019,PAY004,Debit Card,,1,3765.92,451.91,3314.01,3040,274.01,Success
TXN000293,2026-08-26,20260826,M093,CUST0168,P038,C018,PAY003,Credit Card,,1,1192.57,23.85,1168.71,810,358.71,Success
TXN000294,2026-08-10,20260810,M017,CUST0376,P019,C017,PAY001,UPI,P2M,1,14710.46,735.52,13974.94,12020,1954.94,Success
TXN000295,2026-09-06,20260906,M025,CUST0364,P032,C025,PAY001,UPI,P2M,1,651.31,32.57,618.74,470,148.74,Success
TXN000296,2026-09-30,20260930,M085,CUST0364,P014,C010,PAY004,Debit Card,,1,4352.8,0.0,4352.8,3500,852.8,Success
TXN000297,2026-05-06,20260506,M051,CUST0210,P025,C001,PAY001,UPI,P2M,2,9433.89,0.0,9433.89,5560,3873.89,Success
TXN000298,2026-09-13,20260913,M086,CUST0199,P018,C011,PAY001,UPI,P2M,4,40958.06,819.16,40138.9,30640,9498.9,Success
TXN000299,2026-09-21,20260921,M052,CUST0076,P046,C002,PAY004,Debit Card,,1,464.35,0.0,464.35,290,174.35,Success
TXN000300,2026-07-18,20260718,M004,CUST0373,P002,C004,PAY004,Debit Card,,1,22694.04,2723.28,19970.76,17660,2310.76,Success
TXN000301,2026-07-19,20260719,M075,CUST0342,P045,C025,PAY001,UPI,P2M,1,603.88,0.0,603.88,460,143.88,Success
TXN000302,2026-08-14,20260814,M038,CUST0166,P049,C013,PAY001,UPI,P2P,4,66114.16,0.0,66114.16,52720,13394.16,Success
TXN000303,2026-09-14,20260914,M086,CUST0283,P035,C011,PAY001,UPI,P2M,1,375.37,18.77,356.6,250,106.6,Success
TXN000304,2026-08-24,20260824,M026,CUST0014,P041,C001,PAY001,UPI, P2M ,1,1962.08,39.24,1922.84,1260,662.84,Success
TXN000305,2026-08-24,20260824,M024,CUST0441,P048,C024,PAY005,Cash,,2,1775.45,0.0,1775.45,1580,195.45,Success
TXN000306,2026-07-30,20260730,M018,CUST0064,P014,C018,PAY001,UPI,P2M,2,8731.53,174.63,8556.9,7000,1556.9,Success
TXN000307,2026-09-20,20260920,M011,CUST0331,P022,C011,PAY001,UPI,P2M,2,1837.58,0.0,1837.58,1480,357.58,Success
TXN000308,2026-08-11,20260811,M058,CUST0241,P030,C008,PAY001,UPI,P2M,1,4144.56,207.23,3937.33,3270,667.33,Success
TXN000309,2026-04-18,20260418,M081,CUST0083,P034,C006,PAY001,UPI,P2M,1,467.64,0.0,467.64,370,97.64,Success
TXN000310,2026-09-23,20260923,M056,CUST0498,P020,C006,PAY001,UPI,P2M,2,40125.56,4815.07,35310.49,30480,4830.49,Success
TXN000311,2026-04-04,20260404,M060,CUST0326,P043,C010,PAY001,UPI, P2M ,1,913.91,18.28,895.63,560,335.63,Success
TXN000312,2026-05-20,20260520,M035,CUST0240,P035,C010,PAY001,UPI,P2M,2,741.3,88.96,652.34,500,152.34,Success
TXN000313,2026-04-30,20260430,M050,CUST0373,P029,C025,PAY001,UPI,P2M,2,4785.92,239.3,4546.62,3520,1026.62,Success
TXN000314,2026-06-19,20260619,M064,CUST0198,P017,C014,PAY004,Debit Card,,1,23614.94,1180.75,22434.2,18170,4264.2,Success
TXN000315,2026-08-27,20260827,M023,CUST0158,P044,C023,PAY004,Debit Card,,1,1568.28,188.19,1380.09,1120,260.09,Success
TXN000316,2026-08-29,20260829,M033,CUST0029,P027,C008,PAY001,UPI,P2M,1,3653.68,0.0,3653.68,3040,613.68,Success
TXN000317,2026-05-12,20260512,M005,CUST0337,P032,C005,PAY001,UPI,P2M,1,620.32,31.02,589.31,470,119.31,Success
TXN000318,2026-06-22,20260622,M050,CUST0426,P050,C025,PAY005,Cash,,1,67559.93,1351.2,66208.73,57670,8538.73,Success
TXN000319,2026-05-30,20260530,M061,CUST0353,P050,C011,PAY004,Debit Card,,1,71659.73,0.0,71659.73,57670,13989.73,Success
TXN000320,2026-06-07,20260607,M020,CUST0257,P029,C020,PAY003,Credit Card,,1,2239.89,111.99,2127.89,1760,367.89,Success
TXN000321,2026-04-13,20260413,M057,CUST0409,P037,C007,PAY005,Cash,,2,2551.26,0.0,2551.26,1520,1031.26,Success
TXN000322,2026-04-11,20260411,M036,CUST0079,P044,C011,PAY001,UPI,P2M,2,3349.24,66.98,3282.25,2240,1042.25,Success
TXN000323,2026-06-18,20260618,M052,CUST0164,P035,C002,PAY004,Debit Card,,1,397.72,0.0,397.72,250,147.72,Success
TXN000324,2026-04-11,20260411,M026,CUST0475,P015,C001,PAY001,UPI,P2M,2,11441.87,0.0,11441.87,8840,2601.87,Success
TXN000325,2026-09-27,20260927,M073,CUST0071,P020,C023,PAY001,UPI,P2M,1,18934.4,378.69,18555.72,15240,3315.72,Success
TXN000326,2026-05-17,20260517,M003,CUST0312,P003,C003,PAY003,Credit Card,,1,23363.23,0.0,23363.23,18150,5213.23,Success
TXN000327,2026-08-11,20260811,M005,CUST0004,P028,C005,PAY001,UPI,P2M,1,752.33,60.19,692.14,540,152.14,Success
TXN000328,2026-08-16,20260816,M008,CUST0160,P018,C008,PAY001,UPI,P2M,1,10196.85,203.94,9992.91,7660,2332.91,Success
TXN000329,2026-05-30,20260530,M076,CUST0273,P020,C001,PAY001,UPI,P2M,1,20626.44,412.53,20213.92,15240,4973.92,Success
TXN000330,2026-04-11,20260411,M084,CUST0394,P035,C009,PAY002,UPI,P2P,1,390.68,31.25,359.42,250,109.42,Success
TXN000331,2026-06-08,20260608,M027,CUST0378,P034,C002,PAY003,Credit Card,,2,895.15,0.0,895.15,740,155.15,Success
TXN000332,2026-08-04,20260804,M068,CUST0326,P006,C018,PAY004,Debit Card,,1,35992.89,1799.64,34193.25,30690,3503.25,Success
TXN000333,2026-06-05,20260605,M046,CUST0195,P031,C021,PAY004,Debit Card,,2,1029.21,20.58,1008.62,820,188.62,Success
TXN000334,2026-04-08,20260408,M057,CUST0361,P045,C007,PAY001,UPI,P2M,1,607.0,48.56,558.44,460,98.44,Success
TXN000335,2026-09-12,20260912,M048,CUST0431,P008,C023,PAY001,UPI,P2M,1,18285.45,2194.25,16091.2,13520,2571.2,Success
TXN000336,2026-08-06,20260806,M085,CUST0026,P027,C010,PAY004,Debit Card,,4,15773.19,0.0,15773.19,12160,3613.19,Success
TXN000337,2026-07-25,20260725,M084,CUST0124,P012,C009,PAY001,UPI,P2M,1,1973.36,0.0,1973.36,1600,373.36,Success
TXN000338,2026-08-22,20260822,M060,CUST0004,P044,C010,PAY003,Credit Card,,2,3301.71,0.0,3301.71,2240,1061.71,Success
TXN000339,2026-09-25,20260925,M020,CUST0102,P016,C020,PAY001,UPI,P2M,1,33757.57,1687.88,32069.7,26970,5099.7,Failed
TXN000340,2026-05-24,20260524,M063,CUST0313,P047,C013,PAY003,Credit Card,,1,889.98,44.5,845.48,750,95.48,Success
TXN000341,2026-07-14,20260714,M070,CUST0130,P012,C020,PAY001,UPI,P2M,1,2029.61,0.0,2029.61,1600,429.61,Success
TXN000342,2026-05-19,20260519,M084,CUST0319,P016,C009,PAY001,UPI,P2M,1,31434.16,1571.71,29862.45,26970,2892.45,Success
TXN000343,2026-04-28,20260428,M004,CUST0461,P006,C004,PAY004,Debit Card,,1,38627.74,0.0,38627.74,30690,7937.74,Success
TXN000344,2026-07-29,20260729,M072,CUST0246,P014,C022,PAY001,UPI,P2M,1,4489.22,89.78,4399.44,3500,899.44,Success
TXN000345,2026-09-02,20260902,M041,CUST0446,P036,C016,PAY001,UPI,P2M,1,356.9,0.0,356.9,290,66.9,Success
TXN000346,2026-08-06,20260806,M078,CUST0215,P029,C003,PAY001,UPI,P2M,1,2175.47,0.0,2175.47,1760,415.47,Success
TXN000347,2026-05-02,20260502,M078,CUST0173,P003,C003,PAY001,UPI,P2M,2,51032.01,0.0,51032.01,36300,14732.01,Success
TXN000348,2026-06-21,20260621,M046,CUST0455,P022,C021,PAY004,Debit Card,,2,1870.19,37.4,1832.79,1480,352.79,Success
TXN000349,2026-09-08,20260908,M055,CUST0498,P005,C005,PAY004,Debit Card,,2,93261.71,0.0,93261.71,67200,26061.71,Success
TXN000350,2026-09-19,20260919,M062,CUST0035,P020,C012,PAY003,Credit Card,,1,19333.79,0.0,19333.79,15240,4093.79,Success
TXN000351,2026-06-11,20260611,M060,CUST0053,P008,C010,PAY001,UPI,P2M,1,19267.42,385.35,18882.07,13520,5362.07,Success
TXN000352,2026-07-15,20260715,M062,CUST0394,P001,C012,PAY004,Debit Card,,1,17479.49,349.59,17129.9,13740,3389.9,Success
TXN000353,2026-05-09,20260509,M094,CUST0488,P050,C019,PAY001,UPI,P2M,1,69187.74,1383.75,67803.98,57670,10133.98,Success
TXN000354,2026-06-30,20260630,M009,CUST0486,P034,C009,PAY001,UPI,P2M,2,886.64,0.0,886.64,740,146.64,Success
TXN000355,2026-07-21,20260721,M038,CUST0277,P002,C013,PAY003,Credit Card,,1,21958.24,0.0,21958.24,17660,4298.24,Success
TXN000356,2026-07-06,20260706,M084,CUST0492,P024,C009,PAY005,Cash,,1,3775.37,188.77,3586.61,2390,1196.61,Success
TXN000357,2026-09-04,20260904,M044,CUST0157,P002,C019,PAY005,Cash,,2,46791.42,0.0,46791.42,35320,11471.42,Success
TXN000358,2026-09-29,20260929,M092,CUST0137,P005,C017,PAY003,Credit Card,,1,47279.83,3782.39,43497.44,33600,9897.44,Success
TXN000359,2026-08-16,20260816,M042,CUST0020,P031,C017,PAY004,Debit Card,,1,521.6,10.43,511.17,410,101.17,Success
TXN000360,2026-08-10,20260810,M088,CUST0268,P039,C013,PAY001,UPI,P2M,2,1192.83,95.43,1097.4,920,177.4,Failed
TXN000361,2026-06-09,20260609,M010,CUST0378,P035,C010,PAY004,Debit Card,,1,397.47,0.0,397.47,250,147.47,Success
TXN000362,2026-08-16,20260816,M018,CUST0378,P003,C018,PAY003,Credit Card,,1,24114.85,0.0,24114.85,18150,5964.85,Success
TXN000363,2026-06-03,20260603,M029,CUST0435,P015,C004,PAY005,Cash,,1,5794.77,0.0,5794.77,4420,1374.77,Success
TXN000364,2026-08-08,20260808,M087,CUST0272,P011,C012,PAY001,UPI,P2M,1,3783.24,0.0,3783.24,2510,1273.24,Success
TXN000365,2026-06-06,20260606,M090,CUST0270,P005,C015,PAY001,UPI,P2M,1,48448.94,2422.45,46026.49,33600,12426.49,Success
TXN000366,2026-05-27,20260527,M070,CUST0471,P005,C020,PAY001,UPI,P2M,4,190686.54,15254.92,175431.62,134400,41031.62,Success
TXN000367,2026-09-27,20260927,M087,CUST0489,P047,C012,PAY004,Debit Card,,2,1746.55,0.0,1746.55,1500,246.55,Success
TXN000368,2026-04-05,20260405,M064,CUST0026,P013,C014,PAY004,Debit Card,,2,5485.57,0.0,5485.57,3540,1945.57,Success
TXN000369,2026-06-17,20260617,M060,CUST0384,P006,C010,PAY003,Credit Card,,3,110996.94,0.0,110996.94,92070,18926.94,Success
TXN000370,2026-07-27,20260727,M063,CUST0149,P012,C013,PAY004,Debit Card,,1,2020.34,0.0,2020.34,1600,420.34,Success
TXN000371,2026-04-04,20260404,M012,CUST0041,P010,C012,PAY001,UPI,P2M,1,4848.24,581.79,4266.45,3270,996.45,Success
TXN000372,2026-09-27,20260927,M030,CUST0249,P041,C005,PAY004,Debit Card,,1,1986.02,39.72,1946.3,1260,686.3,Success
TXN000373,2026-07-04,20260704,M093,CUST0186,P021,C018,PAY003,Credit Card,,1,10535.43,0.0,10535.43,9100,1435.43,Success
TXN000374,2026-09-16,20260916,M001,CUST0204,P043,C001,PAY004,Debit Card,,1,841.73,16.83,824.9,560,264.9,Success
TXN000375,2026-04-06,20260406,M021,CUST0099,P029,C021,PAY004,Debit Card,,2,4845.5,0.0,4845.5,3520,1325.5,Success
TXN000376,2026-09-17,20260917,M091,CUST0062,P006,C016,PAY001,UPI,P2M,1,37388.59,0.0,37388.59,30690,6698.59,Success
TXN000377,2026-08-17,20260817,M065,CUST0118,P009,C015,PAY001,UPI,P2M,2,88009.13,10561.1,77448.03,66740,10708.03,Success
TXN000378,2026-06-25,20260625,M071,CUST0498,P025,C021,PAY001,UPI,P2M,1,4518.12,90.36,4427.76,2780,1647.76,Success
TXN000379,2026-04-12,20260412,M026,CUST0133,P034,C001,PAY001,UPI,P2M,1,453.7,0.0,453.7,370,83.7,Success
TXN000380,2026-06-20,20260620,M028,CUST0435,P028,C003,PAY003,Credit Card,,3,2481.04,198.48,2282.55,1620,662.55,Success
TXN000381,2026-09-11,20260911,M100,CUST0200,P020,C025,PAY001,UPI,P2M,2,40359.58,0.0,40359.58,30480,9879.58,Success
TXN000382,2026-08-20,20260820,M037,CUST0469,P017,C012,PAY001,UPI,P2M,1,23337.53,1166.88,22170.66,18170,4000.66,Success
TXN000383,2026-07-16,20260716,M046,CUST0239,P012,C021,PAY001,UPI,P2M,1,1973.66,98.68,1874.98,1600,274.98,Success
TXN000384,2026-08-15,20260815,M033,CUST0354,P026,C008,PAY004,Debit Card,,1,1663.76,133.1,1530.66,1420,110.66,Success
TXN000385,2026-07-31,20260731,M026,CUST0106,P025,C001,PAY005,Cash,,2,9344.77,747.58,8597.19,5560,3037.19,Success
TXN000386,2026-09-30,20260930,M070,CUST0470,P013,C020,PAY001,UPI,P2M,1,2765.09,138.25,2626.84,1770,856.84,Success
TXN000387,2026-06-03,20260603,M062,CUST0427,P044,C012,PAY001,UPI,P2M,1,1612.01,0.0,1612.01,1120,492.01,Success
TXN000388,2026-04-16,20260416,M055,CUST0359,P001,C005,PAY001,UPI,P2M,1,16480.74,1977.69,14503.05,13740,763.05,Success
TXN000389,2026-07-19,20260719,M061,CUST0272,P009,C011,PAY004,Debit Card,,1,44291.02,0.0,44291.02,33370,10921.02,Success
TXN000390,2026-06-23,20260623,M017,CUST0033,P030,C017,PAY004,Debit Card,,1,3870.27,193.51,3676.76,3270,406.76,Failed
TXN000391,2026-08-06,20260806,M033,CUST0317,P027,C008,PAY005,Cash,,4,15384.45,0.0,15384.45,12160,3224.45,Success
